seed,input,target
490455,43 19 4 48 39 2 40 58 43 45,43 24 28 55 44 42 54 40 55 38
490455,58 15 3 58 42 23 20 5 37 9,58 41 46 5 45 55 30 26 17 19
490455,24 44 55 42 49 5 26 11 7 15,24 41 34 0 49 55 21 19 12 3
490455,28 50 55 46 35 27 20 51 9 8,28 54 37 21 7 30 41 28 34 25
490455,39 20 34 40 45 39 38 1 27 21,39 17 59 19 9 45 19 18 6 45
490455,25 10 59 21 1 23 53 3 25 43,25 28 50 5 4 34 45 38 59 16
490455,7 47 42 24 0 13 43 53 10 12,7 52 5 49 49 11 32 18 15 27
490455,36 1 6 10 54 11 34 51 28 54,36 38 42 39 50 55 12 36 14 34
490455,51 18 31 18 15 5 10 8 49 11,51 20 56 26 10 4 11 3 36 44
490455,35 17 47 44 43 30 3 33 6 41,35 57 27 50 18 9 2 57 56 3
490455,43 32 36 1 45 24 58 44 0 33,43 14 39 40 50 45 29 45 45 4
490455,4 21 57 7 1 1 34 42 47 51,4 33 19 12 14 13 45 13 35 10
490455,53 6 27 22 48 54 1 14 46 56,53 55 17 32 16 6 7 36 54 36
490455,48 15 43 47 57 21 26 0 2 12,48 2 34 6 54 32 55 55 54 33
490455,9 33 0 36 8 34 40 47 21 5,9 15 15 40 45 5 44 14 3 1
490455,42 53 31 51 44 29 0 24 37 43,42 17 49 14 47 34 34 17 2 34
490455,43 24 27 36 19 52 28 14 53 55,43 19 31 56 25 13 37 8 31 1
490455,3 29 41 28 58 45 23 12 41 31,3 16 54 3 47 1 17 29 39 3
490455,50 37 23 20 1 12 20 55 27 26,50 23 54 28 27 15 32 23 46 18
490455,59 12 52 0 29 55 39 48 46 58,59 47 22 22 33 14 36 30 23 26
490455,40 0 46 35 31 11 4 9 48 4,40 40 48 19 25 29 35 26 42 38
490455,19 25 32 46 41 17 49 44 23 45,19 27 11 29 39 14 29 45 55 38
490455,56 55 6 4 37 11 24 3 10 40,56 19 13 19 0 11 38 45 42 54
490455,39 52 26 57 35 55 30 21 3 23,39 51 10 39 10 44 53 14 21 59
490455,43 7 56 7 32 3 52 46 20 23,43 36 29 32 48 51 27 58 37 9
490455,24 41 7 28 33 5 39 50 15 48,24 38 44 55 14 22 46 7 42 19
490455,14 25 40 53 17 51 59 26 1 58,14 53 28 51 12 36 34 16 17 37
490455,33 44 51 16 21 44 36 52 36 44,33 36 25 8 42 48 33 21 29 45
490455,7 43 20 12 12 38 26 15 56 38,7 56 24 3 24 44 57 38 22 39
490455,44 31 33 40 37 30 50 27 13 15,44 52 32 8 14 58 33 10 48 2
490455,59 50 15 30 33 20 49 50 0 13,59 9 51 8 54 28 56 21 21 52
490455,28 34 24 17 56 1 5 13 44 16,28 46 20 45 24 25 31 44 21 49
490455,41 30 49 34 40 42 46 19 47 33,41 50 35 38 26 22 38 5 41 56
490455,53 43 8 43 54 12 23 8 27 2,53 31 33 38 23 53 12 23 46 45
490455,20 36 5 14 11 49 24 53 17 34,20 28 32 43 45 30 4 55 27 6
490455,4 43 35 13 11 30 0 19 1 38,4 19 33 56 51 8 8 41 39 32
490455,20 56 49 44 33 48 11 53 28 21,20 10 37 17 58 35 24 50 36 4
490455,43 5 59 3 20 31 19 12 1 11,43 41 26 33 58 13 4 25 26 31
490455,9 50 24 14 19 5 29 7 3 52,9 25 42 31 46 39 2 5 10 47
490455,15 39 10 54 2 17 7 45 7 21,15 43 46 1 0 17 14 43 36 4
490455,35 37 34 23 28 43 28 10 20 49,35 16 37 9 23 8 58 55 30 54
490455,11 27 15 55 58 19 34 5 11 46,11 45 50 30 53 16 37 44 36 54
490455,12 41 39 52 59 32 10 9 56 28,12 50 14 26 41 49 52 58 27 2
490455,19 23 48 28 59 44 47 31 49 1,19 45 32 57 15 38 29 58 34 33
490455,47 58 11 14 46 55 16 58 57 2,47 14 16 27 58 28 18 35 0 2
490455,4 3 16 16 6 36 23 57 1 53,4 7 44 34 26 15 35 0 1 29
490455,16 55 29 25 17 34 39 56 16 55,16 7 31 17 35 38 25 20 47 17
490455,43 5 12 40 45 42 3 48 18 0,43 41 20 32 0 42 37 57 44 44
490455,42 20 23 36 12 44 26 41 45 5,42 34 57 35 56 6 14 37 23 19
490455,34 2 54 26 13 7 42 26 15 32,34 35 7 24 4 1 57 9 51 7
490455,51 47 54 57 25 28 28 25 0 23,51 42 13 55 23 45 9 13 13 10
490455,14 54 52 48 18 44 22 40 20 33,14 34 46 8 39 26 8 20 42 1
490455,51 35 22 45 46 22 12 7 27 54,51 4 35 12 57 39 18 21 9 27
490455,5 41 5 26 27 43 21 17 26 37,5 43 41 59 32 11 51 12 28 4
490455,3 36 28 37 16 49 55 17 32 7,3 49 25 56 30 54 37 5 58 48
490455,57 35 7 42 53 22 46 41 33 29,57 0 7 54 43 34 8 19 34 23
490455,30 4 36 3 0 42 15 46 18 57,30 24 42 37 37 16 31 50 2 42
490455,21 0 38 4 56 26 31 58 55 28,21 21 28 30 48 23 38 15 49 25
490455,59 13 36 14 39 31 50 55 21 29,59 46 32 43 4 40 8 35 49 24
490455,56 40 16 26 58 9 6 9 9 54,56 4 31 15 59 50 51 55 49 17
490455,22 9 53 1 30 32 45 57 13 48,22 14 25 26 52 25 52 38 7 13
490455,45 53 37 59 22 42 24 35 16 45,45 34 3 46 48 29 55 13 7 51
490455,23 50 13 20 47 33 16 7 34 44,23 27 17 25 53 38 10 0 34 1
490455,46 13 36 4 20 55 56 23 56 1,46 59 23 18 47 17 45 55 1 2
490455,35 19 42 32 17 11 52 58 14 14,35 53 32 48 1 5 17 37 8 37
490455,7 39 50 41 53 28 38 5 33 14,7 57 22 45 34 21 28 32 52 23
490455,4 40 51 56 33 24 34 6 26 39,4 16 3 41 56 47 29 31 15 43
490455,46 20 21 2 28 26 19 15 54 1,46 54 32 31 20 51 18 36 28 27
490455,24 11 40 15 11 4 30 7 18 15,24 35 23 58 54 48 17 14 6 39
490455,48 47 42 34 37 26 27 22 55 44,48 31 52 31 55 21 9 55 0 44
490455,24 20 14 58 24 51 10 57 21 58,24 8 37 51 9 33 27 47 53 3
490455,30 7 12 23 16 26 37 57 22 33,30 27 15 35 58 22 40 11 53 38
490455,54 50 5 0 28 46 2 50 55 27,54 46 39 39 0 46 45 31 1 39
490455,38 0 38 34 42 8 4 35 15 23,38 38 31 13 31 33 25 41 23 54
490455,54 36 44 36 39 25 44 58 15 42,54 22 42 59 20 52 4 52 17 9
490455,36 54 1 50 33 39 45 3 54 30,36 28 27 44 50 14 43 40 4 39
490455,27 17 31 0 43 37 50 10 2 56,27 13 42 42 49 47 18 15 17 45
490455,17 12 15 54 13 15 31 0 17 18,17 29 22 3 26 10 29 29 21 55
490455,53 42 31 0 4 28 12 15 52 12,53 32 50 50 58 18 39 13 50 11
490455,3 19 8 8 37 50 4 23 21 27,3 34 25 34 3 38 47 51 17 55
490455,14 54 22 55 2 39 50 39 16 8,14 34 58 28 29 40 8 18 38 43
490455,26 20 53 55 43 2 28 58 7 46,26 1 29 9 41 40 29 6 3 59
490455,37 30 34 16 49 47 51 30 26 49,37 28 46 52 47 0 51 8 49 22
490455,6 7 20 40 24 25 6 13 4 28,6 3 35 23 41 57 56 33 25 38
490455,42 3 31 8 57 45 52 3 9 7,42 37 27 35 0 45 33 26 30 27
490455,10 48 0 50 58 46 56 29 7 49,10 38 38 19 50 15 50 37 40 7
490455,13 2 36 39 1 21 18 16 19 14,13 14 39 28 27 19 36 2 17 28
490455,7 45 16 21 49 47 40 20 13 54,7 51 13 9 24 46 34 50 9 27
490455,20 12 29 2 41 50 11 17 49 30,20 41 52 53 27 44 36 0 49 32
490455,16 11 24 11 19 8 47 57 40 23,16 14 51 56 25 34 6 54 15 35
490455,20 39 8 10 40 20 38 2 1 46,20 31 33 27 51 19 2 1 2 31
490455,21 26 0 40 22 10 30 7 38 8,21 1 1 53 13 23 36 46 30 29
490455,41 55 36 54 43 32 17 15 46 45,41 34 5 21 26 53 18 36 54 20
490455,38 25 6 19 22 0 3 7 43 31,38 59 53 16 25 25 30 27 48 15
490455,41 44 52 42 19 50 16 49 52 15,41 10 47 4 28 54 24 55 3 27
490455,56 46 57 58 53 6 59 21 59 31,56 0 57 16 5 7 22 48 43 12
490455,12 45 37 56 35 15 12 54 26 57,12 58 9 28 45 50 11 18 0 57
490455,33 26 30 45 59 49 35 49 18 41,33 3 21 31 9 24 23 28 12 50
490455,59 57 14 18 15 2 21 39 57 10,59 2 13 3 27 28 22 46 4 11
490455,11 0 3 27 23 17 29 57 12 18,11 11 8 57 40 15 5 18 39 16
490455,10 15 7 25 16 25 2 55 58 23,10 54 51 11 59 34 35 8 28 21
490455,3 54 58 15 35 21 19 23 55 57,3 39 55 29 50 5 32 39 48 44
490455,15 19 27 58 12 1 11 17 57 14,15 30 7 23 53 52 57 36 35 54
490455,7 58 13 6 55 19 37 52 5 7,7 23 51 58 28 13 28 53 57 54
490455,7 20 5 13 16 55 25 17 56 16,7 46 39 19 42 12 29 21 37 3
490455,32 7 30 53 16 9 25 21 40 54,32 26 52 39 12 18 2 18 57 14
490455,36 48 10 13 49 5 31 39 0 50,36 30 33 56 23 19 25 49 49 23
490455,59 4 45 44 29 6 4 3 46 3,59 55 38 34 23 14 23 20 25 30
490455,27 34 0 4 45 13 22 47 37 28,27 6 6 0 45 58 43 9 36 14
490455,6 59 38 45 38 38 44 16 19 6,6 55 45 16 51 47 3 29 20 16
490455,17 12 12 21 42 28 20 6 6 39,17 29 17 31 52 27 23 14 18 58
490455,7 42 30 18 57 40 17 0 12 37,7 54 2 15 58 6 41 41 20 29
490455,1 4 54 24 13 43 8 4 55 43,1 8 33 5 25 57 55 53 6 28
490455,37 50 1 6 20 31 59 47 51 7,37 58 57 56 24 18 33 39 53 56
490455,39 46 4 42 13 44 7 9 24 43,39 34 27 49 11 31 34 32 56 7
490455,5 21 29 27 25 50 26 59 5 49,5 27 1 39 7 14 52 37 44 8
490455,22 49 16 25 8 44 4 3 38 19,22 0 16 41 37 17 21 14 40 22
490455,15 50 41 47 0 51 51 30 38 50,15 53 27 57 57 20 6 15 41 30
490455,59 49 45 56 47 8 2 51 59 25,59 10 18 26 20 15 17 43 48 22
490455,26 54 18 45 12 1 7 21 25 22,26 47 50 17 29 28 25 0 25 1
490455,17 32 9 8 38 29 44 23 38 36,17 50 54 53 33 9 40 14 40 58
490455,26 27 55 8 25 19 22 38 2 29,26 49 15 20 52 12 7 48 50 37
490455,7 14 25 42 51 51 50 9 11 38,7 36 20 34 47 23 27 31 26 16
490455,42 23 8 30 16 27 43 56 1 59,42 29 30 0 16 43 0 56 54 39
490455,53 24 4 47 24 55 44 7 59 36,53 46 40 49 33 14 47 37 52 9
490455,36 50 55 28 35 54 56 19 41 9,36 32 23 45 3 39 49 7 58 56
490455,43 25 58 53 13 43 26 18 37 30,43 18 35 9 50 18 0 18 51 8
490455,12 53 44 21 17 39 40 3 23 14,12 38 34 59 42 56 4 7 41 19
490455,11 46 46 24 21 47 47 36 0 6,11 29 36 18 43 9 43 7 7 11
490455,10 31 27 58 39 39 17 8 57 21,10 29 52 36 50 14 10 1 33 52
490455,54 9 25 15 12 46 20 28 35 20,54 59 34 52 22 38 3 17 57 43
490455,26 25 33 15 7 29 22 19 22 8,26 55 14 9 6 20 38 5 29 30
490455,11 55 26 47 6 5 14 41 19 4,11 20 51 42 47 43 32 6 43 39
490455,17 40 56 22 42 52 51 50 34 56,17 5 23 56 8 32 19 51 3 41
490455,40 32 14 16 36 52 39 9 25 22,40 33 55 28 3 43 4 10 24 9
490455,25 10 35 39 42 33 30 58 14 47,25 28 45 23 6 21 3 47 58 3
490455,49 19 2 44 10 21 19 20 27 2,49 7 6 29 26 7 47 48 14 12
490455,3 19 21 15 2 9 0 45 47 20,3 34 59 44 42 40 40 50 16 33
490455,44 26 11 19 58 52 44 55 54 20,44 57 52 12 45 33 36 27 37 2
490455,51 5 21 1 45 10 5 4 59 40,51 49 2 0 45 42 36 41 26 14
490455,3 38 43 10 55 54 41 57 52 57,3 50 18 15 49 17 4 51 27 47
490455,39 18 5 49 24 6 52 28 4 58,39 16 18 27 3 10 47 33 25 21
490455,58 47 39 31 53 59 20 7 20 48,58 3 54 0 53 4 29 32 36 30
490455,55 2 57 41 55 15 5 25 42 49,55 54 41 0 55 29 33 4 18 27
490455,32 31 14 48 2 17 25 52 46 5,32 50 10 38 36 0 25 13 33 24
490455,51 52 27 8 25 23 27 30 9 46,51 27 0 8 48 7 30 0 9 44
490455,24 55 31 9 32 12 45 18 6 22,24 51 6 11 43 31 49 8 1 16
490455,47 58 27 47 21 48 29 41 19 2,47 14 48 31 37 57 6 32 38 36
490455,3 16 39 2 37 38 32 17 52 18,3 29 40 39 30 17 50 7 19 36
490455,50 10 26 58 51 38 4 58 13 27,50 56 46 5 15 41 45 29 16 43
490455,38 55 16 3 26 15 56 44 47 25,38 21 49 54 11 57 12 56 1 38
490455,23 7 11 3 42 37 49 31 9 58,23 13 22 17 9 36 31 23 17 37
490455,55 29 56 24 28 5 4 12 37 30,55 15 50 45 9 0 4 25 56 38
490455,6 26 48 58 42 59 40 51 25 23,6 14 27 46 28 50 13 48 22 50
490455,15 14 39 37 57 55 7 33 7 28,15 29 40 59 2 46 43 23 13 37
490455,8 14 7 10 17 32 15 23 21 50,8 37 40 37 5 58 41 15 34 42
490455,59 12 32 15 36 34 32 43 15 28,59 47 24 0 36 15 8 23 58 18
490455,25 51 17 6 23 31 1 48 45 39,25 12 4 0 23 38 37 57 29 40
490455,10 53 47 30 25 13 22 41 19 38,10 46 24 19 27 17 32 6 43 8
490455,1 18 40 48 8 55 16 22 50 30,1 21 33 17 13 57 37 10 36 23
490455,11 59 16 29 28 49 27 32 47 42,11 16 32 58 18 27 0 32 2 33
490455,49 14 41 32 52 11 31 43 54 53,49 9 47 24 48 59 28 6 51 28
490455,9 28 7 3 13 55 28 0 40 36,9 23 13 18 41 34 21 21 33 44
490455,46 2 6 31 31 39 52 49 22 11,46 45 41 48 15 43 55 9 55 50
490455,40 5 7 40 34 6 10 42 9 42,40 42 45 21 8 1 4 18 16 58
490455,26 22 31 13 20 45 51 51 55 48,26 8 53 22 57 29 0 51 24 54
490455,46 39 12 39 56 0 39 10 52 34,46 35 56 5 23 23 9 3 43 22
490455,47 40 35 58 31 50 13 32 59 26,47 10 31 11 44 6 37 29 8 49
490455,7 28 8 50 29 12 40 16 39 11,7 32 24 56 43 31 58 39 28 33
490455,30 57 31 32 14 21 14 0 14 51,30 52 24 20 39 23 52 52 23 34
490455,7 53 8 29 35 33 15 36 50 57,7 20 15 5 53 38 11 26 43 50
490455,10 28 0 10 49 26 46 25 5 10,10 34 34 31 3 13 33 4 8 5
490455,12 13 59 25 21 4 12 31 13 50,12 2 44 58 44 46 58 13 0 50
490455,49 45 25 52 23 35 51 23 24 47,49 41 57 18 44 48 38 0 24 46
490455,57 51 58 35 15 54 6 25 37 39,57 20 4 46 53 8 1 38 32 7
490455,41 40 39 22 59 9 10 25 14 30,41 2 27 18 33 29 26 55 33 7
490455,12 9 40 13 59 55 42 51 32 56,12 18 57 47 12 42 50 26 53 7
490455,5 46 28 6 45 31 55 27 59 59,5 40 29 31 49 30 50 38 17 38
490455,38 0 12 30 54 30 39 56 14 39,38 38 8 51 26 52 2 47 58 8
490455,49 18 26 49 46 18 16 2 33 54,49 8 49 22 38 4 31 30 10 42
490455,55 54 15 52 1 7 43 0 55 56,55 2 21 45 46 43 0 0 55 1
490455,14 31 57 32 52 15 35 43 44 14,14 57 17 50 25 7 29 46 27 16
490455,11 39 36 20 3 49 53 26 50 23,11 33 44 27 24 55 4 38 19 45
490455,44 17 49 13 56 56 47 45 26 49,44 33 15 28 57 12 59 14 52 47
490455,52 40 42 34 59 26 33 0 12 58,52 0 42 0 59 33 0 0 12 45
490455,33 37 53 50 50 37 13 37 22 22,33 42 17 39 59 22 53 35 50 4
490455,53 44 53 20 37 19 36 41 48 34,53 30 58 37 19 37 18 59 11 41
490455,8 29 51 20 47 28 29 43 20 5,8 59 8 40 49 25 36 51 19 17
490455,57 28 33 40 22 42 57 19 38 19,57 7 27 51 15 36 35 53 33 57
490455,14 48 3 0 35 7 22 50 22 36,14 27 24 24 23 13 11 12 7 50
490455,27 4 9 12 26 7 54 23 0 19,27 26 30 42 6 3 39 22 22 59
490455,27 55 38 15 54 9 37 53 48 13,27 36 59 44 11 2 26 36 30 43
490455,16 37 6 54 47 46 18 48 51 43,16 53 55 2 32 1 21 41 28 6
490455,21 15 47 54 53 38 55 28 7 8,21 48 31 0 53 33 14 50 53 54
490455,46 49 18 40 35 47 40 46 43 55,46 6 42 54 6 34 9 44 22 5
490455,56 45 13 6 9 32 19 10 43 0,56 2 12 21 20 54 27 30 13 13
490455,33 20 46 55 40 20 39 6 32 33,33 58 4 59 19 38 25 33 6 21
490455,26 45 38 23 13 6 48 57 40 42,26 19 2 19 39 43 59 2 29 47
490455,17 41 26 41 55 44 11 20 3 13,17 4 38 24 51 37 46 54 49 11
490455,40 23 21 50 6 13 45 52 16 5,40 14 3 38 42 32 0 52 15 14
490455,53 9 7 23 24 25 37 33 0 52,53 48 55 25 42 8 14 55 55 3
490455,9 51 0 20 45 18 57 34 5 49,9 33 33 58 5 30 52 31 27 42
490455,49 29 36 41 30 47 57 53 56 37,49 24 42 55 20 26 40 2 47 7
490455,14 40 6 8 5 29 49 18 15 16,14 38 42 46 39 2 38 4 30 36
490455,57 42 7 42 18 35 25 59 57 15,57 26 29 47 50 43 18 33 19 43
490455,36 52 49 47 46 21 19 30 5 46,36 24 55 36 54 32 38 56 58 4
490455,48 46 6 25 18 47 41 12 51 19,48 30 28 42 35 13 26 5 15 30
490455,40 55 16 41 13 6 5 19 23 22,40 3 29 39 19 13 20 44 24 9
490455,23 9 9 16 57 55 1 40 42 1,23 17 19 42 23 32 30 18 48 49
490455,5 20 27 38 39 0 17 30 37 52,5 31 19 2 27 27 13 43 6 58
490455,1 36 25 0 16 37 41 45 20 53,1 48 22 22 56 11 34 7 46 10
490455,17 13 22 5 33 13 28 55 17 49,17 27 18 12 31 44 55 0 17 41
490455,50 1 17 10 41 30 18 54 24 44,50 48 1 4 17 48 5 21 2 35
490455,59 24 24 45 9 57 40 11 21 36,59 35 44 13 21 43 3 8 42 59
490455,14 24 3 57 46 57 24 37 36 19,14 51 48 44 12 46 20 29 43 24
490455,11 32 28 11 4 27 31 54 51 13,11 43 15 23 18 6 16 6 57 47
490455,43 39 46 14 9 7 33 21 8 53,43 4 22 51 55 58 17 31 33 23
490455,57 42 52 51 22 46 43 24 23 50,57 26 38 13 11 29 46 20 37 58
490455,56 13 0 58 38 56 40 28 48 25,56 33 33 20 27 38 26 48 45 6
490455,38 0 52 59 26 47 30 53 3 59,38 38 14 32 55 36 23 33 26 41
490455,49 51 5 20 18 25 24 25 38 27,49 14 22 57 44 58 23 39 32 59
490455,39 20 46 36 44 59 49 54 59 47,39 17 7 50 19 49 22 3 46 24
490455,22 37 25 15 26 43 52 36 26 54,22 40 32 47 31 53 1 48 23 31
490455,57 42 30 23 38 23 45 8 39 24,57 26 52 18 52 18 55 57 32 56
490455,9 22 26 8 7 1 53 43 39 12,9 55 21 16 23 21 47 5 42 30
490455,12 8 35 53 53 20 27 31 45 51,12 23 42 17 42 34 22 32 0 51
490455,59 55 27 27 56 56 43 11 24 36,59 4 42 4 58 27 48 59 35 17
490455,35 15 11 33 1 41 29 2 16 39,35 59 48 20 19 8 59 57 37 13
490455,43 29 32 57 47 28 16 6 37 56,43 17 50 29 38 49 4 0 37 55
490455,57 2 31 53 5 32 0 20 12 27,57 58 13 49 55 18 18 47 59 32
490455,53 24 26 25 52 14 5 3 26 28,53 46 18 2 41 19 17 22 27 2
490455,14 29 23 11 35 8 24 46 53 57,14 49 1 5 53 54 10 20 7 21
490455,51 8 12 21 22 30 31 30 56 40,51 59 47 53 13 43 12 34 39 27
490455,7 48 14 20 46 34 58 13 43 13,7 13 2 16 49 27 46 59 16 29
490455,52 2 3 18 1 55 57 53 44 54,52 53 58 38 37 54 41 27 50 32
490455,45 15 22 22 26 4 6 22 51 23,45 50 4 35 42 38 42 27 40 14
490455,3 56 22 11 45 6 36 59 49 54,3 41 17 18 55 59 23 25 16 6
490455,43 54 34 25 14 0 15 38 56 25,43 53 36 20 39 39 13 29 11 37
490455,44 52 51 7 52 15 59 5 42 53,44 5 15 18 30 37 52 56 8 31
490455,15 31 12 21 48 46 3 51 16 15,15 7 37 11 14 42 37 50 6 39
490455,8 52 30 51 53 18 8 49 17 34,8 32 49 14 25 10 1 25 6 23
490455,46 26 39 14 4 50 50 42 26 43,46 18 58 47 42 20 0 42 6 28
490455,1 19 1 54 43 53 34 45 35 0,1 23 21 36 51 28 46 25 41 41
490455,4 28 40 52 35 39 13 21 23 0,4 43 3 43 21 34 54 32 39 39
490455,0 55 43 10 1 33 32 41 36 25,0 55 40 37 36 16 45 22 41 57
490455,49 27 50 58 30 5 50 25 12 14,49 26 43 49 32 34 42 8 38 6
490455,33 43 44 35 9 13 24 7 25 21,33 38 34 18 16 29 55 58 21 58
490455,53 31 43 1 16 26 23 58 52 41,53 43 0 1 20 51 16 10 47 9
490455,3 2 17 23 31 56 30 50 50 42,3 4 32 39 3 41 50 34 42 50
490455,50 58 14 40 28 28 41 23 14 41,50 27 16 56 42 5 43 33 55 42
490455,4 9 34 59 22 15 7 33 6 18,4 10 32 14 5 33 30 10 2 15
490455,47 27 16 34 16 14 26 25 10 17,47 35 58 16 32 43 20 52 59 42
490455,20 32 34 15 2 18 36 47 30 9,20 54 7 42 43 25 54 18 9 5
490455,20 59 36 52 41 19 23 46 20 59,20 5 37 49 36 9 56 0 20 5
490455,59 58 50 43 31 47 54 49 43 31,59 1 26 21 5 41 35 4 19 25
490455,57 25 53 31 31 7 20 48 14 55,57 10 46 17 49 59 39 58 47 17
490455,34 20 59 11 8 59 9 16 52 43,34 50 28 33 31 9 5 35 11 32
490455,35 34 47 16 48 35 31 11 53 18,35 38 29 23 29 50 39 47 21 55
490455,1 27 51 38 41 18 9 6 24 36,1 39 53 33 46 56 52 48 21 29
490455,42 55 51 57 40 54 14 7 30 39,42 12 36 35 23 31 42 45 1 51
490455,17 54 9 56 5 45 28 27 3 45,17 46 38 22 15 46 22 34 29 37
490455,16 35 37 24 22 44 55 44 34 38,16 38 32 56 28 8 35 18 4 14
490455,29 27 35 14 19 54 6 2 34 2,29 52 30 44 29 10 2 1 43 44
490455,37 38 50 46 39 28 54 23 32 17,37 20 0 46 35 46 1 17 50 7
490455,10 6 36 41 21 31 33 46 45 58,10 2 24 38 1 46 13 33 40 9
490455,55 28 7 20 9 45 21 43 51 9,55 16 23 49 51 44 25 57 20 13
490455,26 24 34 34 25 20 57 16 3 7,26 54 7 28 42 34 37 3 0 7
490455,5 5 53 26 40 31 0 31 26 30,5 9 35 42 54 0 0 31 15 6
490455,12 12 48 10 45 0 35 25 3 57,12 0 48 58 5 5 53 47 44 1
490455,23 56 24 55 13 0 58 45 34 44,23 30 4 59 46 46 5 39 9 40
490455,54 2 18 45 59 53 26 41 5 9,54 56 26 19 49 13 41 0 5 0
490455,49 58 32 59 1 2 47 13 34 28,49 18 10 40 41 40 49 11 41 51
490455,23 46 48 19 14 49 0 10 27 14,23 5 12 10 50 35 35 25 37 8
490455,23 55 33 26 19 22 22 4 43 8,23 32 52 35 53 13 11 7 56 48
