seed,input,target
594200,7 30 35 17,7 37 12 29
594200,7 23 14 29,7 30 44 13
594200,15 21 27 34,15 36 3 37
594200,6 5 55 50,6 11 6 56
594200,44 51 45 11,44 35 20 31
594200,59 52 58 17,59 51 49 6
594200,1 1 27 34,1 2 29 3
594200,0 36 48 17,0 36 24 41
594200,17 24 25 6,17 41 6 12
594200,46 42 38 2,46 28 6 8
594200,53 6 27 10,53 59 26 36
594200,39 18 53 18,39 57 50 8
594200,49 26 14 18,49 15 29 47
594200,21 49 30 56,21 10 40 36
594200,52 19 22 47,52 11 33 20
594200,3 46 35 0,3 49 24 24
594200,6 4 14 22,6 10 24 46
594200,6 5 9 55,6 11 20 15
594200,39 42 23 54,39 21 44 38
594200,5 52 49 51,5 57 46 37
594200,53 37 32 49,53 30 2 51
594200,50 39 52 9,50 29 21 30
594200,55 32 10 48,55 27 37 25
594200,11 11 26 37,11 22 48 25
594200,34 57 42 7,34 31 13 20
594200,22 27 59 37,22 49 48 25
594200,26 19 14 14,26 45 59 13
594200,42 38 46 50,42 20 6 56
594200,24 28 45 5,24 52 37 42
594200,32 16 6 11,32 48 54 5
594200,19 29 36 4,19 48 24 28
594200,16 11 22 45,16 27 49 34
594200,41 26 51 19,41 7 58 17
594200,36 21 28 57,36 57 25 22
594200,1 28 32 28,1 29 1 29
594200,14 54 5 58,14 8 13 11
594200,41 36 37 47,41 17 54 41
594200,44 38 2 19,44 22 24 43
594200,53 51 32 7,53 44 16 23
594200,22 37 18 53,22 59 17 10
594200,56 28 10 19,56 24 34 53
594200,22 21 3 1,22 43 46 47
594200,59 56 9 15,59 55 4 19
594200,28 53 9 3,28 21 30 33
594200,28 30 5 7,28 58 3 10
594200,14 41 39 44,14 55 34 18
594200,36 32 51 32,36 8 59 31
594200,28 3 0 19,28 31 31 50
594200,44 0 25 5,44 44 9 14
594200,26 38 45 48,26 4 49 37
594200,55 56 17 6,55 51 8 14
594200,24 33 34 26,24 57 31 57
594200,20 41 54 49,20 1 55 44
594200,5 23 54 40,5 28 22 2
594200,6 44 14 30,6 50 4 34
594200,11 54 6 4,11 5 11 15
594200,58 2 10 13,58 0 10 23
594200,14 4 21 53,14 18 39 32
594200,46 48 8 17,46 34 42 59
594200,42 40 7 28,42 22 29 57
594200,18 1 22 50,18 19 41 31
594200,15 53 36 30,15 8 44 14
594200,44 32 24 1,44 16 40 41
594200,26 48 47 20,26 14 1 21
594200,11 28 19 44,11 39 58 42
594200,3 53 51 7,3 56 47 54
594200,51 0 21 26,51 51 12 38
594200,52 27 51 54,52 19 10 4
594200,52 56 43 9,52 48 31 40
594200,7 23 36 43,7 30 6 49
594200,40 33 31 32,40 13 44 16
594200,56 16 55 43,56 12 7 50
594200,2 45 51 10,2 47 38 48
594200,25 31 22 15,25 56 18 33
594200,31 43 55 13,31 14 9 22
594200,46 28 26 6,46 14 40 46
594200,1 31 17 23,1 32 49 12
594200,2 59 11 34,2 1 12 46
594200,42 11 21 9,42 53 14 23
594200,41 39 35 36,41 20 55 31
594200,24 13 39 25,24 37 16 41
594200,37 33 32 42,37 10 42 24
594200,44 24 41 12,44 8 49 1
594200,36 36 54 44,36 12 6 50
594200,18 52 45 57,18 10 55 52
594200,3 43 55 24,3 46 41 5
594200,0 25 17 5,0 25 42 47
594200,21 7 32 4,21 28 0 4
594200,25 27 43 25,25 52 35 0
594200,7 0 12 17,7 7 19 36
594200,57 52 43 7,57 49 32 39
594200,28 45 39 47,28 13 52 39
594200,4 38 50 55,4 42 32 27
594200,13 10 46 46,13 23 9 55
594200,10 28 45 32,10 38 23 55
594200,37 48 38 41,37 25 3 44
594200,59 14 58 4,59 13 11 15
594200,49 38 30 33,49 27 57 30
594200,22 16 8 53,22 38 46 39
594200,14 17 50 21,14 31 21 42
594200,29 9 2 47,29 38 40 27
594200,44 29 46 14,44 13 59 13
594200,40 41 2 0,40 21 23 23
594200,24 26 9 57,24 50 59 56
594200,30 10 33 42,30 40 13 55
594200,46 50 18 45,46 36 54 39
594200,59 53 23 52,59 52 15 7
594200,57 20 2 27,57 17 19 46
594200,49 50 3 2,49 39 42 44
594200,47 34 38 53,47 21 59 52
594200,48 23 16 28,48 11 27 55
594200,23 27 52 36,23 50 42 18
594200,14 45 45 18,14 59 44 2
594200,29 29 14 58,29 58 12 10
594200,0 53 51 7,0 53 44 51
594200,2 24 20 15,2 26 46 1
594200,55 53 34 25,55 48 22 47
594200,30 58 42 32,30 28 10 42
594200,54 13 10 54,54 7 17 11
594200,18 21 47 47,18 39 26 13
594200,40 39 19 33,40 19 38 11
594200,25 14 3 15,25 39 42 57
594200,45 14 32 23,45 59 31 54
594200,15 6 3 23,15 21 24 47
594200,19 6 53 35,19 25 18 53
594200,39 14 37 54,39 53 30 24
594200,9 59 4 24,9 8 12 36
594200,46 36 4 27,46 22 26 53
594200,17 3 17 41,17 20 37 18
594200,24 3 37 15,24 27 4 19
594200,35 12 27 42,35 47 14 56
594200,55 40 49 38,55 35 24 2
594200,4 31 41 30,4 35 16 46
594200,18 20 59 53,18 38 37 30
594200,41 39 52 56,41 20 12 8
594200,25 44 54 1,25 9 3 4
594200,29 13 56 1,29 42 38 39
594200,39 28 41 13,39 7 48 1
594200,39 54 50 59,39 33 23 22
594200,20 14 5 48,20 34 39 27
594200,3 24 44 12,3 27 11 23
594200,15 11 27 38,15 26 53 31
594200,45 21 11 27,45 6 17 44
594200,11 6 45 36,11 17 2 38
594200,0 18 13 37,0 18 31 8
594200,52 58 45 51,52 50 35 26
594200,1 55 14 43,1 56 10 53
594200,3 29 47 39,3 32 19 58
594200,17 1 44 42,17 18 2 44
594200,52 1 7 57,52 53 0 57
594200,9 48 40 53,9 57 37 30
594200,14 17 40 46,14 31 11 57
594200,27 0 36 57,27 27 3 0
594200,53 11 5 59,53 4 9 8
594200,33 13 21 53,33 46 7 0
594200,45 4 31 6,45 49 20 26
594200,37 29 10 21,37 6 16 37
594200,8 40 26 14,8 48 14 28
594200,27 19 2 33,27 46 48 21
594200,45 20 43 8,45 5 48 56
594200,42 11 23 57,42 53 16 13
594200,51 38 24 41,51 29 53 34
594200,44 57 32 32,44 41 13 45
594200,44 58 8 52,44 42 50 42
594200,18 27 19 40,18 45 4 44
594200,49 1 54 58,49 50 44 42
594200,21 0 55 31,21 21 16 47
594200,15 11 12 36,15 26 38 14
594200,28 53 56 36,28 21 17 53
594200,29 2 28 22,29 31 59 21
594200,2 52 6 33,2 54 0 33
594200,4 21 49 58,4 25 14 12
594200,7 31 24 31,7 38 2 33
594200,1 56 57 6,1 57 54 0
594200,18 37 40 6,18 55 35 41
594200,49 16 28 45,49 5 33 18
594200,24 40 19 49,24 4 23 12
594200,43 57 28 20,43 40 8 28
594200,7 13 6 17,7 20 26 43
594200,2 57 41 49,2 59 40 29
594200,34 19 36 44,34 53 29 13
594200,49 27 3 32,49 16 19 51
594200,38 41 42 5,38 19 1 6
594200,59 31 53 53,59 30 23 16
594200,43 52 38 53,43 35 13 6
594200,7 30 21 29,7 37 58 27
594200,46 53 49 1,46 39 28 29
594200,16 13 18 6,16 29 47 53
594200,56 30 35 38,56 26 1 39
594200,55 11 0 33,55 6 6 39
594200,20 20 25 38,20 40 5 43
594200,38 57 51 36,38 35 26 2
594200,54 29 28 15,54 23 51 6
594200,6 9 24 36,6 15 39 15
594200,54 42 31 32,54 36 7 39
594200,2 18 26 12,2 20 46 58
594200,52 51 52 34,52 43 35 9
594200,10 51 56 44,10 1 57 41
594200,14 41 35 7,14 55 30 37
594200,2 17 7 55,2 19 26 21
594200,19 3 49 31,19 22 11 42
594200,4 49 43 11,4 53 36 47
594200,14 1 13 47,14 15 28 15
594200,29 58 23 46,29 27 50 36
594200,4 46 24 37,4 50 14 51
594200,3 3 45 26,3 6 51 17
594200,38 53 28 3,38 31 59 2
594200,48 0 57 35,48 48 45 20
594200,40 19 17 52,40 59 16 8
594200,22 58 7 11,22 20 27 38
594200,22 9 49 23,22 31 20 43
594200,9 6 0 41,9 15 15 56
594200,27 20 54 14,27 47 41 55
594200,19 29 0 28,19 48 48 16
594200,51 34 1 55,51 25 26 21
594200,50 34 40 14,50 24 4 18
594200,18 1 33 35,18 19 52 27
594200,3 56 0 34,3 59 59 33
594200,32 0 30 19,32 32 2 21
594200,4 44 23 20,4 48 11 31
594200,47 50 53 26,47 37 30 56
594200,12 13 21 55,12 25 46 41
594200,34 44 12 16,34 18 30 46
594200,35 4 26 8,35 39 5 13
594200,35 4 45 21,35 39 24 45
594200,51 50 4 12,51 41 45 57
594200,6 36 21 27,6 42 3 30
594200,19 44 33 39,19 3 36 15
594200,25 30 32 10,25 55 27 37
594200,58 24 35 46,58 22 57 43
594200,13 11 11 47,13 24 35 22
594200,28 27 49 29,28 55 44 13
594200,20 56 38 28,20 16 54 22
594200,31 12 42 33,31 43 25 58
594200,5 33 39 19,5 38 17 36
594200,16 22 55 22,16 38 33 55
594200,2 45 34 17,2 47 21 38
594200,5 44 5 12,5 49 54 6
594200,23 56 18 24,23 19 37 1
594200,19 35 46 55,19 54 40 35
594200,43 6 39 44,43 49 28 12
594200,50 18 54 14,50 8 2 16
594200,56 41 40 1,56 37 17 18
594200,6 46 41 27,6 52 33 0
594200,1 4 6 30,1 5 11 41
594200,12 24 9 15,12 36 45 0
594200,57 7 46 19,57 4 50 9
594200,46 27 33 53,46 13 46 39
594200,1 3 24 23,1 4 28 51
594200,11 53 41 5,11 4 45 50
594200,33 59 5 45,33 32 37 22
594200,31 9 0 11,31 40 40 51
594200,3 1 18 2,3 4 22 24
594200,50 16 20 45,50 6 26 11
594200,12 22 35 10,12 34 9 19
594200,50 17 28 17,50 7 35 52
594200,50 31 28 33,50 21 49 22
594200,57 39 47 1,57 36 23 24
594200,34 17 9 0,34 51 0 0
594200,17 9 28 9,17 26 54 3
594200,5 19 44 14,5 24 8 22
594200,33 43 46 46,33 16 2 48
594200,3 4 8 9,3 7 15 24
594200,24 48 54 28,24 12 6 34
594200,38 5 55 23,38 43 38 1
594200,58 32 28 9,58 30 58 7
594200,34 14 56 57,34 48 44 41
594200,52 49 31 30,52 41 12 42
594200,45 19 35 21,45 4 39 0
594200,41 39 0 2,41 20 20 22
594200,30 4 16 23,30 34 50 13
594200,17 25 32 12,17 42 14 26
594200,16 53 48 27,16 9 57 24
594200,32 0 37 48,32 32 9 57
594200,21 48 20 17,21 9 29 46
594200,34 4 24 34,34 38 2 36
594200,50 27 26 59,50 17 43 42
594200,51 55 2 8,51 46 48 56
594200,7 17 51 53,7 24 15 8
594200,24 36 17 20,24 0 17 37
594200,16 25 4 34,16 41 45 19
594200,12 5 27 11,12 17 44 55
594200,59 43 31 14,59 42 13 27
594200,51 15 16 32,51 6 22 54
594200,37 14 32 55,37 51 23 18
594200,23 28 33 31,23 51 24 55
594200,28 57 7 6,28 25 32 38
594200,52 9 18 42,52 1 19 1
594200,18 54 0 6,18 12 12 18
594200,19 10 48 3,19 29 17 20
594200,17 31 27 51,17 48 15 6
594200,24 41 20 47,24 5 25 12
594200,39 24 18 59,39 3 21 20
594200,16 46 20 40,16 2 22 2
594200,59 56 10 38,59 55 5 43
594200,10 35 21 22,10 45 6 28
594200,9 18 14 10,9 27 41 51
594200,36 23 34 44,36 59 33 17
594200,54 56 27 22,54 50 17 39
594200,40 37 30 58,40 17 47 45
594200,36 15 34 54,36 51 25 19
594200,17 11 42 35,17 28 10 45
594200,39 30 1 51,39 9 10 1
594200,40 14 29 12,40 54 23 35
594200,12 38 42 12,12 50 32 44
594200,27 37 32 55,27 4 36 31
594200,32 9 51 3,32 41 32 35
594200,35 40 55 42,35 15 10 52
594200,6 50 35 51,6 56 31 22
594200,22 1 16 37,22 23 39 16
594200,45 54 51 19,45 39 30 49
594200,16 56 15 9,16 12 27 36
594200,35 39 35 39,35 14 49 28
594200,2 29 39 54,2 31 10 4
594200,24 59 52 9,24 23 15 24
594200,41 36 42 17,41 17 59 16
594200,27 21 10 0,27 48 58 58
594200,31 17 35 14,31 48 23 37
594200,54 30 29 24,54 24 53 17
594200,57 59 33 25,57 56 29 54
594200,35 26 22 7,35 1 23 30
594200,46 39 34 23,46 25 59 22
594200,38 20 38 51,38 58 36 27
594200,1 21 28 20,1 22 50 10
594200,44 27 56 11,44 11 7 18
594200,33 14 16 54,33 47 3 57
594200,8 23 10 4,8 31 41 45
594200,39 20 11 4,39 59 10 14
594200,29 53 6 5,29 22 28 33
594200,30 47 38 7,30 17 55 2
594200,2 8 53 48,2 10 3 51
594200,36 45 31 44,36 21 52 36
594200,21 12 18 37,21 33 51 28
594200,43 20 51 45,43 3 54 39
594200,18 4 3 45,18 22 25 10
594200,50 24 25 24,50 14 39 3
594200,6 13 9 34,6 19 28 2
594200,34 11 44 48,34 45 29 17
594200,15 41 57 20,15 56 53 13
594200,48 36 34 13,48 24 58 11
594200,54 7 48 41,54 1 49 30
594200,47 56 8 18,47 43 51 9
594200,5 6 22 7,5 11 33 40
594200,56 38 58 33,56 34 32 5
594200,48 19 6 59,48 7 13 12
594200,43 49 54 51,43 32 26 17
594200,49 13 41 17,49 2 43 0
594200,59 50 59 31,59 49 48 19
594200,30 18 41 58,30 48 29 27
594200,47 29 24 2,47 16 40 42
594200,34 43 43 44,34 17 0 44
594200,26 17 36 30,26 43 19 49
594200,42 4 25 4,42 46 11 15
594200,14 33 31 38,14 47 18 56
594200,53 11 42 9,53 4 46 55
594200,16 9 35 37,16 25 0 37
594200,37 3 25 54,37 40 5 59
594200,50 1 19 52,50 51 10 2
594200,16 35 34 7,16 51 25 32
594200,20 48 7 30,20 8 15 45
594200,7 28 55 4,7 35 30 34
594200,33 49 52 31,33 22 14 45
